address,b_mianji,chaoxiang,dianti,display_total_price,gongnuan,huxing,huxing_jiegou,jianzhu_jiegou,jianzhu_leixing,louceng,niandai,sold_date,sold_total_price,t_mianji,traffic,unit_price,zhuangxiu
慈云寺,63.15㎡          ,西南   ,有           ,360挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共22层)          ,1992 ,2019.01.06 成交,345万,暂无数据         ,近地铁,54632元/平,其他     
龙兴园北区,85.36㎡          ,南 北   ,无           ,378挂牌价格（万）,集中供暖        ,2室2厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,2000 ,2019.01.06 成交,367.5万,暂无数据         ,暂无数据,43053元/平,精装     
天通西苑二区,62.9㎡          ,南   ,有           ,325挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共18层)          ,2003 ,2019.01.06 成交,317.6万,54.51㎡         ,近地铁,50493元/平,精装     
康静里,60.17㎡          ,南 北   ,无           ,285挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,1994 ,2019.01.06 成交,275万,暂无数据         ,暂无数据,45704元/平,精装     
裕民路1号院,53.97㎡          ,南 北   ,无           ,440挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1980 ,2019.01.06 成交,405万,暂无数据         ,,75042元/平,精装     
金色漫香郡北区,75.74㎡          ,西北   ,有           ,260挂牌价格（万）,暂无数据        ,2室2厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,底层(共8层)          ,2012 ,2019.01.06 成交,254万,64.93㎡         ,暂无数据,33536元/平,精装     
和平街十三区,102.48㎡          ,东北   ,有           ,820挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共22层)          ,1998 ,2019.01.06 成交,766万,暂无数据         ,近地铁,74747元/平,简装     
华馨公寓,174.08㎡          ,南 北   ,有           ,1250挂牌价格（万）,集中供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,板楼       ,中楼层(共13层)          ,1999 ,2019.01.06 成交,1225万,151.9㎡         ,近地铁,70370元/平,精装     
芭蕾雨悦都南区,43.59㎡          ,西   ,暂无数据           ,25挂牌价格（万）,暂无数据        ,车位        ,暂无数据              ,钢混结构  ,暂无数据       ,地下室          ,2012 ,2019.01.06 成交,23万,11.85㎡         ,近地铁,5277元/平,其他     
柏林爱乐四期,100.85㎡          ,南 北   ,有           ,608挂牌价格（万）,集中供暖        ,2室2厅1厨2卫        ,平层              ,钢混结构  ,板楼       ,低楼层(共7层)          ,2008 ,2019.01.06 成交,589万,87.62㎡         ,近地铁,58404元/平,精装     
苹果社区北区,93.55㎡          ,南   ,有           ,548挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共21层)          ,2008 ,2019.01.06 成交,540万,70.46㎡         ,暂无数据,57724元/平,精装     
城子大街132号院,79.76㎡          ,南 北   ,无           ,270挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,错层              ,混合结构  ,板楼       ,顶层(共6层)          ,2002 ,2019.01.06 成交,258.5万,71.45㎡         ,暂无数据,32410元/平,简装     
中海御鑫阁,37.1㎡          ,东   ,有           ,258挂牌价格（万）,集中供暖        ,1室0厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,顶层(共20层)          ,2012 ,2019.01.06 成交,249.5万,24.52㎡         ,近地铁,67251元/平,精装     
恋日绿岛,144.3㎡          ,南 北   ,无           ,850挂牌价格（万）,自供暖        ,3室2厅1厨2卫        ,平层              ,混合结构  ,板楼       ,底层(共4层)          ,2003 ,2019.01.06 成交,810万,127.08㎡         ,暂无数据,56134元/平,精装     
馨港庄园二区,111.74㎡          ,南 北   ,有           ,328挂牌价格（万）,集中供暖        ,2室2厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共6层)          ,2004 ,2019.01.06 成交,324万,95.33㎡         ,暂无数据,28996元/平,精装     
车站北里,50.68㎡          ,西 北   ,无           ,215挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,1987 ,2019.01.06 成交,206万,暂无数据         ,近地铁,40648元/平,简装     
劲松三区,53.72㎡          ,南 北   ,无           ,328挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1979 ,2019.01.06 成交,318万,暂无数据         ,近地铁,59196元/平,精装     
北苑家园绣菊园,137.76㎡          ,南 西北   ,有           ,630挂牌价格（万）,集中供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共25层)          ,2001 ,2019.01.06 成交,610万,115.71㎡         ,近地铁,44280元/平,简装     
华纺易城,87.13㎡          ,西北   ,有           ,610挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共15层)          ,2006 ,2019.01.04 成交,568万,69.49㎡         ,近地铁,65190元/平,精装     
建东苑,75.79㎡          ,南 北   ,无           ,355挂牌价格（万）,自供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,2000 ,2019.01.04 成交,354万,65.91㎡         ,暂无数据,46709元/平,精装     
新源里东,75.31㎡          ,南 北   ,无           ,510挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共5层)          ,1966 ,2019.01.04 成交,495万,暂无数据         ,,65729元/平,其他     
鸿坤理想城礼域府,92.11㎡          ,南   ,有           ,510挂牌价格（万）,自供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共21层)          ,2012 ,2019.01.04 成交,506万,71.91㎡         ,暂无数据,54935元/平,精装     
远见名苑,103.13㎡          ,西南   ,有           ,1030挂牌价格（万）,自供暖        ,3室2厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共26层)          ,2004 ,2019.01.04 成交,972万,82.7㎡         ,近地铁,94250元/平,精装     
首开万科城市之光,90.05㎡          ,南 北   ,暂无数据           ,470挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,中楼层(共11层)          ,2016 ,2019.01.06 成交,450万,74.54㎡         ,,49973元/平,其他     
毛纺住宅北小区,57.6㎡          ,东 西   ,无           ,388挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共7层)          ,1992 ,2019.01.06 成交,375万,40.2㎡         ,暂无数据,65105元/平,精装     
富力城D区,146.45㎡          ,南   ,有           ,1650挂牌价格（万）,集中供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共15层)          ,2005 ,2019.01.06 成交,1540万,123.95㎡         ,近地铁,105156元/平,精装     
吉利双星,122.27㎡          ,东北   ,有           ,520挂牌价格（万）,集中供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共18层)          ,1996 ,2019.01.04 成交,485万,86.77㎡         ,近地铁,39667元/平,精装     
天通西苑三区,93.2㎡          ,南   ,有           ,415挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,塔楼       ,高楼层(共32层)          ,2003 ,2019.01.04 成交,387万,80.18㎡         ,近地铁,41524元/平,精装     
双紫小区,76.75㎡          ,东南   ,有           ,650挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共18层)          ,1998 ,2019.01.04 成交,623万,暂无数据         ,,81173元/平,简装     
珠江罗马嘉园西区,285.04㎡          ,南 北   ,有           ,1650挂牌价格（万）,集中供暖        ,4室3厅1厨3卫        ,暂无数据              ,钢混结构  ,塔楼       ,顶层(共16层)          ,2004 ,2019.01.04 成交,1550万,241.49㎡         ,近地铁,54379元/平,精装     
晨欣园,80.33㎡          ,南 北   ,无           ,480挂牌价格（万）,集中供暖        ,2室2厅1厨2卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1998 ,2019.01.04 成交,462万,暂无数据         ,近地铁,57513元/平,简装     
春秀路,59.57㎡          ,南   ,有           ,560挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,暂无数据              ,混合结构  ,板塔结合       ,低楼层(共9层)          ,1998 ,2019.01.04 成交,548万,暂无数据         ,近地铁,91993元/平,简装     
中信锦园,96.59㎡          ,西南   ,有           ,1400挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,低楼层(共18层)          ,2009 ,2019.01.04 成交,1369万,77.9㎡         ,近地铁,141734元/平,简装     
国风北京二期,121.9㎡          ,南 北   ,有           ,920挂牌价格（万）,自供暖        ,2室1厅1厨2卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共14层)          ,2005 ,2019.01.04 成交,875万,98.47㎡         ,近地铁,71781元/平,精装     
金地仰山,11.09㎡          ,南   ,暂无数据           ,45挂牌价格（万）,暂无数据        ,车位        ,暂无数据              ,钢混结构  ,塔楼       ,地下室(共1层)          ,未知 ,2019.01.04 成交,45万,暂无数据         ,,40578元/平,其他     
开阳里三区,84.92㎡          ,东南   ,有           ,560挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共24层)          ,2001 ,2019.01.04 成交,537万,70.05㎡         ,暂无数据,63236元/平,精装     
加州水郡三期,58.6㎡          ,南   ,有           ,209挂牌价格（万）,自供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,底层(共15层)          ,2009 ,2019.01.04 成交,203万,47.23㎡         ,暂无数据,34642元/平,精装     
华亭嘉园,192.48㎡          ,南   ,有           ,1380挂牌价格（万）,集中供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共32层)          ,2000 ,2019.01.04 成交,1350万,157.5㎡         ,近地铁,70138元/平,简装     
城华园,62.15㎡          ,南   ,有           ,420挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共27层)          ,2002 ,2019.01.04 成交,366万,暂无数据         ,暂无数据,58890元/平,精装     
富强东里,59.76㎡          ,南 北   ,暂无数据           ,252挂牌价格（万）,暂无数据        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1988 ,2019.01.04 成交,220万,暂无数据         ,近地铁,36814元/平,精装     
大西洋新城C区,133.13㎡          ,南 北   ,无           ,1260挂牌价格（万）,集中供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,板楼       ,底层(共6层)          ,2000 ,2019.01.04 成交,1080万,117.15㎡         ,近地铁,81124元/平,精装     
古城路小区,26.61㎡          ,东   ,无           ,160挂牌价格（万）,集中供暖        ,1室0厅1厨1卫        ,暂无数据              ,混合结构  ,板楼       ,底层(共4层)          ,1958 ,2019.01.04 成交,150万,暂无数据         ,近地铁,56370元/平,其他     
珠江帝景,76㎡          ,东北   ,有           ,780挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,复式              ,钢混结构  ,塔楼       ,中楼层(共26层)          ,2004 ,2019.01.04 成交,759.5万,暂无数据         ,,99935元/平,精装     
二里庄小区,52.9㎡          ,南 东   ,无           ,480挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1992 ,2019.01.04 成交,473万,52.9㎡         ,近地铁,89414元/平,简装     
东四块玉南街30号院,41.15㎡          ,南   ,暂无数据           ,355挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,1980 ,2019.01.04 成交,333万,27.3㎡         ,近地铁,80924元/平,简装     
远洋一方润园2号院,83.96㎡          ,西南   ,有           ,462挂牌价格（万）,自供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共15层)          ,2010 ,2019.01.04 成交,437万,67.85㎡         ,暂无数据,52049元/平,精装     
天兆家园,100.32㎡          ,西   ,有           ,1050挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共22层)          ,2003 ,2019.01.04 成交,955万,77.66㎡         ,暂无数据,95196元/平,简装     
清缘东里,87.52㎡          ,南   ,有           ,575挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共13层)          ,2004 ,2019.01.04 成交,560万,69.02㎡         ,近地铁,63986元/平,精装     
玺萌苑,126㎡          ,西北   ,暂无数据           ,635挂牌价格（万）,自供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共26层)          ,2003 ,2019.01.04 成交,590万,103.05㎡         ,近地铁,46826元/平,精装     
石佛营东里105号院,58.42㎡          ,南 北   ,无           ,390挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,中楼层(共6层)          ,1992 ,2019.01.06 成交,375万,暂无数据         ,暂无数据,64191元/平,精装     
石油大院,65.5㎡          ,东 南   ,有           ,600挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,暂无数据              ,钢混结构  ,塔楼       ,中楼层(共16层)          ,1992 ,2019.01.04 成交,570万,暂无数据         ,近地铁,87023元/平,简装     
润泽悦溪,88.37㎡          ,南 北   ,有           ,999挂牌价格（万）,自供暖        ,2室1厅1厨1卫        ,复式              ,钢混结构  ,板楼       ,底层(共11层)          ,2010 ,2019.01.04 成交,909万,70.97㎡         ,暂无数据,102863元/平,精装     
